"REF_DATE","GEO","DGUID","Multiplier type","Variable","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Pay and specialty television [BS515200]","Per dollar of output","377","units","0","v1061938948","1.1.13.159","0.157","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Telecommunications [BS517000]","Per dollar of output","377","units","0","v1061938949","1.1.13.160","0.127","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Data processing, hosting, and related services [BS518000]","Per dollar of output","377","units","0","v1061938950","1.1.13.161","0.106","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other information services [BS519000]","Per dollar of output","377","units","0","v1061938951","1.1.13.162","0.146","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Monetary authorities - central bank [BS521000]","Per dollar of output","377","units","0","v1061938952","1.1.13.163","0.036","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Banking and other depository credit intermediation [BS5221A0]","Per dollar of output","377","units","0","v1061938954","1.1.13.164","0.019","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Local credit unions [BS522130]","Per dollar of output","377","units","0","v1061938953","1.1.13.165","0.035","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Non-depository credit intermediation [BS522200]","Per dollar of output","377","units","0","v1061938955","1.1.13.166","0.061","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Activities related to credit intermediation [BS522300]","Per dollar of output","377","units","0","v1061938956","1.1.13.167","0.066","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Financial investment services, funds and other financial vehicles [BS52A000]","Per dollar of output","377","units","0","v1061938959","1.1.13.168","0.050","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Insurance carriers [BS524100]","Per dollar of output","377","units","0","v1061938957","1.1.13.169","0.022","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Agencies, brokerages and other insurance related activities [BS524200]","Per dollar of output","377","units","0","v1061938958","1.1.13.170","0.027","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Lessors of real estate [BS531100]","Per dollar of output","377","units","0","v1061938960","1.1.13.171","0.024","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Offices of real estate agents and brokers and activities related to real estate [BS531A00]","Per dollar of output","377","units","0","v1061938962","1.1.13.172","0.070","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Owner-occupied dwellings [BS5311A0]","Per dollar of output","377","units","0","v1061938961","1.1.13.173","0.001","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Automotive equipment rental and leasing [BS532100]","Per dollar of output","377","units","0","v1061938963","1.1.13.174","0.071","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Rental and leasing services (except automotive equipment) [BS532A00]","Per dollar of output","377","units","0","v1061938964","1.1.13.175","0.096","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Lessors of non-financial intangible assets (except copyrighted works) [BS533000]","Per dollar of output","377","units","0","v1061938965","1.1.13.176","0.091","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Legal services [BS541100]","Per dollar of output","377","units","0","v1061938966","1.1.13.177","0.036","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Accounting, tax preparation, bookkeeping and payroll services [BS541200]","Per dollar of output","377","units","0","v1061938967","1.1.13.178","0.042","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Architectural, engineering and related services [BS541300]","Per dollar of output","377","units","0","v1061938968","1.1.13.179","0.062","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Specialized design services [BS541400]","Per dollar of output","377","units","0","v1061938969","1.1.13.180","0.066","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Computer systems design and related services [BS541500]","Per dollar of output","377","units","0","v1061938970","1.1.13.181","0.076","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Management, scientific and technical consulting services [BS541600]","Per dollar of output","377","units","0","v1061938971","1.1.13.182","0.053","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Scientific research and development services [BS541700]","Per dollar of output","377","units","0","v1061938972","1.1.13.183","0.051","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Advertising, public relations, and related services [BS541800]","Per dollar of output","377","units","0","v1061938973","1.1.13.184","0.074","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other professional, scientific and technical services [BS541900]","Per dollar of output","377","units","0","v1061938974","1.1.13.185","0.072","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Holding companies [BS551113]","Per dollar of output","377","units","0","v1061938975","1.1.13.186","0.086","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Office administrative services [BS561100]","Per dollar of output","377","units","0","v1061938976","1.1.13.187","0.054","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Facilities and other support services [BS561A00]","Per dollar of output","377","units","0","v1061938982","1.1.13.188","0.058","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Employment services [BS561300]","Per dollar of output","377","units","0","v1061938977","1.1.13.189","0.070","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Business support services [BS561400]","Per dollar of output","377","units","0","v1061938978","1.1.13.190","0.061","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Travel arrangement and reservation services [BS561500]","Per dollar of output","377","units","0","v1061938979","1.1.13.191","0.063","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Investigation and security services [BS561600]","Per dollar of output","377","units","0","v1061938980","1.1.13.192","0.059","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Services to buildings and dwellings [BS561700]","Per dollar of output","377","units","0","v1061938981","1.1.13.193","0.111","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Waste management and remediation services [BS562000]","Per dollar of output","377","units","0","v1061938983","1.1.13.194","0.054","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Educational services [BS610000]","Per dollar of output","377","units","0","v1061938984","1.1.13.195","0.066","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Offices of physicians [BS621100]","Per dollar of output","377","units","0","v1061938985","1.1.13.196","0.056","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Offices of dentists [BS621200]","Per dollar of output","377","units","0","v1061938986","1.1.13.197","0.093","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Miscellaneous ambulatory health care services [BS621A00]","Per dollar of output","377","units","0","v1061938987","1.1.13.198","0.060","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Nursing and residential care facilities [BS623000]","Per dollar of output","377","units","0","v1061938988","1.1.13.199","0.059","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Social assistance [BS624000]","Per dollar of output","377","units","0","v1061938989","1.1.13.200","0.088","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Performing arts, spectator sports and related industries, and heritage institutions [BS71A000]","Per dollar of output","377","units","0","v1061938992","1.1.13.201","0.115","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Amusement and recreation industries [BS713A00]","Per dollar of output","377","units","0","v1061938991","1.1.13.202","0.092","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Gambling industries [BS713200]","Per dollar of output","377","units","0","v1061938990","1.1.13.203","0.070","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Traveller accommodation [BS721100]","Per dollar of output","377","units","0","v1061938993","1.1.13.204","0.122","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Recreational vehicle (RV) parks, recreational camps, and rooming and boarding houses [BS721A00]","Per dollar of output","377","units","0","v1061938994","1.1.13.205","0.088","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Food services and drinking places [BS722000]","Per dollar of output","377","units","0","v1061938995","1.1.13.206","0.137","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Automotive repair and maintenance [BS811100]","Per dollar of output","377","units","0","v1061938996","1.1.13.207","0.106","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Repair and maintenance (except automotive) [BS811A00]","Per dollar of output","377","units","0","v1061938997","1.1.13.208","0.085","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Personal care services and other personal services [BS812A00]","Per dollar of output","377","units","0","v1061939000","1.1.13.209","0.095","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Funeral services [BS812200]","Per dollar of output","377","units","0","v1061938998","1.1.13.210","0.108","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Dry cleaning and laundry services [BS812300]","Per dollar of output","377","units","0","v1061938999","1.1.13.211","0.143","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Business, professional and other membership organizations [BS813000]","Per dollar of output","377","units","0","v1061939001","1.1.13.212","0.059","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Educational services [NP610000]","Per dollar of output","377","units","0","v1061939013","1.1.13.220","0.067","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Ambulatory health care services [NP621000]","Per dollar of output","377","units","0","v1061939014","1.1.13.221","0.071","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Social assistance [NP624000]","Per dollar of output","377","units","0","v1061939015","1.1.13.222","0.039","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Arts, entertainment and recreation [NP710000]","Per dollar of output","377","units","0","v1061939016","1.1.13.223","0.088","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Religious organizations [NP813100]","Per dollar of output","377","units","0","v1061939017","1.1.13.224","0.065","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Grant-making, civic, and professional and similar organizations [NP813A00]","Per dollar of output","377","units","0","v1061939018","1.1.13.225","0.069","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other non-profit institutions serving households [NP999999]","Per dollar of output","377","units","0","v1061939019","1.1.13.226","0.065","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Elementary and secondary schools [GS611100]","Per dollar of output","377","units","0","v1061939002","1.1.13.227","0.020","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Community colleges and C.E.G.E.P.s [GS611200]","Per dollar of output","377","units","0","v1061939003","1.1.13.228","0.037","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Universities [GS611300]","Per dollar of output","377","units","0","v1061939004","1.1.13.229","0.039","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other educational services [GS611A00]","Per dollar of output","377","units","0","v1061939005","1.1.13.230","0.048","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Hospitals [GS622000]","Per dollar of output","377","units","0","v1061939006","1.1.13.231","0.091","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Nursing and residential care facilities [GS623000]","Per dollar of output","377","units","0","v1061939007","1.1.13.232","0.052","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Defence services [GS911100]","Per dollar of output","377","units","0","v1061939008","1.1.13.233","0.059","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other federal government services (except defence) [GS911A00]","Per dollar of output","377","units","0","v1061939009","1.1.13.234","0.077","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other provincial and territorial government services [GS912000]","Per dollar of output","377","units","0","v1061939010","1.1.13.235","0.091","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other municipal government services [GS913000]","Per dollar of output","377","units","0","v1061939011","1.1.13.236","0.040","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","International imports","Other aboriginal government services [GS914000]","Per dollar of output","377","units","0","v1061939012","1.1.13.237","0.071","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Total industries","Per million dollars of output","378","units","0","v1061939250","1.1.14.1","4.314","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Crop production (except cannabis, greenhouse, nursery and floriculture production) [BS111A00]","Per million dollars of output","378","units","0","v1061939022","1.1.14.2","2.672","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Greenhouse, nursery and floriculture production (except cannabis) [BS1114A0]","Per million dollars of output","378","units","0","v1078979317","1.1.14.238","9.871","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Animal production (except aquaculture) [BS112A00]","Per million dollars of output","378","units","0","v1061939024","1.1.14.4","3.715","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Aquaculture [BS112500]","Per million dollars of output","378","units","0","v1061939023","1.1.14.5","2.245","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Forestry and logging [BS113000]","Per million dollars of output","378","units","0","v1061939025","1.1.14.6","2.192","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Fishing, hunting and trapping [BS114000]","Per million dollars of output","378","units","0","v1061939026","1.1.14.7","2.722","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Support activities for crop and animal production [BS115A00]","Per million dollars of output","378","units","0","v1061939028","1.1.14.8","9.487","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Support activities for forestry [BS115300]","Per million dollars of output","378","units","0","v1061939027","1.1.14.9","5.228","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Oil and gas extraction (except oil sands) [BS211110]","Per million dollars of output","378","units","0","v1078979318","1.1.14.241","0.651","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Oil sands extraction [BS211140]","Per million dollars of output","378","units","0","v1078979319","1.1.14.242","0.288","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Coal mining [BS212100]","Per million dollars of output","378","units","0","v1061939031","1.1.14.12","1.307","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Iron ore mining [BS212210]","Per million dollars of output","378","units","0","v1061939032","1.1.14.13","0.582","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Gold and silver ore mining [BS212220]","Per million dollars of output","378","units","0","v1061939033","1.1.14.14","1.586","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Copper, nickel, lead and zinc ore mining [BS212230]","Per million dollars of output","378","units","0","v1061939034","1.1.14.15","1.045","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other metal ore mining [BS212290]","Per million dollars of output","378","units","0","v1061939035","1.1.14.16","1.894","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Stone mining and quarrying [BS212310]","Per million dollars of output","378","units","0","v1061939036","1.1.14.17","2.096","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying [BS212320]","Per million dollars of output","378","units","0","v1061939037","1.1.14.18","3.572","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Diamond mining [BS212392]","Per million dollars of output","378","units","0","v1061939038","1.1.14.19","1.107","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other non-metallic mineral mining and quarrying (except diamond and potash) [BS21239A]","Per million dollars of output","378","units","0","v1061939040","1.1.14.20","2.486","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Potash mining [BS212396]","Per million dollars of output","378","units","0","v1061939039","1.1.14.21","0.803","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Support activities for oil and gas extraction [BS21311A]","Per million dollars of output","378","units","0","v1061939041","1.1.14.22","3.686","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Support activities for mining [BS21311B]","Per million dollars of output","378","units","0","v1061939042","1.1.14.23","3.233","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Electric power generation, transmission and distribution [BS221100]","Per million dollars of output","378","units","0","v1061939043","1.1.14.24","1.669","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Natural gas distribution [BS221200]","Per million dollars of output","378","units","0","v1061939044","1.1.14.25","1.600","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Water, sewage and other systems [BS221300]","Per million dollars of output","378","units","0","v1061939045","1.1.14.26","2.354","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Residential building construction [BS23A000]","Per million dollars of output","378","units","0","v1061939046","1.1.14.27","3.596","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Non-residential building construction [BS23B000]","Per million dollars of output","378","units","0","v1061939047","1.1.14.28","4.003","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Transportation engineering construction [BS23C100]","Per million dollars of output","378","units","0","v1061939048","1.1.14.29","3.299","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Oil and gas engineering construction [BS23C200]","Per million dollars of output","378","units","0","v1061939049","1.1.14.30","3.357","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Electric power engineering construction [BS23C300]","Per million dollars of output","378","units","0","v1061939050","1.1.14.31","2.181","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Communication engineering construction [BS23C400]","Per million dollars of output","378","units","0","v1061939051","1.1.14.32","1.970","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other engineering construction [BS23C500]","Per million dollars of output","378","units","0","v1061939052","1.1.14.33","3.045","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Repair construction [BS23D000]","Per million dollars of output","378","units","0","v1061939053","1.1.14.34","6.390","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other activities of the construction industry [BS23E000]","Per million dollars of output","378","units","0","v1061939054","1.1.14.35","2.379","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Animal food manufacturing [BS311100]","Per million dollars of output","378","units","0","v1061939055","1.1.14.36","1.042","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Grain and oilseed milling [BS311200]","Per million dollars of output","378","units","0","v1061939056","1.1.14.37","0.432","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Sugar and confectionery product manufacturing [BS311300]","Per million dollars of output","378","units","0","v1061939057","1.1.14.38","1.964","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Fruit and vegetable preserving and specialty food manufacturing [BS311400]","Per million dollars of output","378","units","0","v1061939058","1.1.14.39","2.133","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Dairy product manufacturing [BS311500]","Per million dollars of output","378","units","0","v1061939059","1.1.14.40","1.366","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Meat product manufacturing [BS311600]","Per million dollars of output","378","units","0","v1061939060","1.1.14.41","1.821","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Seafood product preparation and packaging [BS311700]","Per million dollars of output","378","units","0","v1061939061","1.1.14.42","2.650","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Bakeries and tortilla manufacturing [BS311800]","Per million dollars of output","378","units","0","v1061939062","1.1.14.43","4.132","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other food manufacturing [BS311900]","Per million dollars of output","378","units","0","v1061939063","1.1.14.44","2.551","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Soft drink and ice manufacturing [BS312110]","Per million dollars of output","378","units","0","v1061939064","1.1.14.45","3.389","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Breweries [BS312120]","Per million dollars of output","378","units","0","v1061939065","1.1.14.46","3.145","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Wineries and distilleries [BS3121A0]","Per million dollars of output","378","units","0","v1061939066","1.1.14.47","3.173","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Tobacco manufacturing [BS312200]","Per million dollars of output","378","units","0","v1061939067","1.1.14.48","1.638","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Textile and textile product mills [BS31A000]","Per million dollars of output","378","units","0","v1061939068","1.1.14.49","3.780","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Clothing and leather and allied product manufacturing [BS31B000]","Per million dollars of output","378","units","0","v1061939069","1.1.14.50","6.734","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Sawmills and wood preservation [BS321100]","Per million dollars of output","378","units","0","v1061939070","1.1.14.51","1.301","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Veneer, plywood and engineered wood product manufacturing [BS321200]","Per million dollars of output","378","units","0","v1061939071","1.1.14.52","1.493","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other wood product manufacturing [BS321900]","Per million dollars of output","378","units","0","v1061939072","1.1.14.53","3.313","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Pulp, paper and paperboard mills [BS322100]","Per million dollars of output","378","units","0","v1061939073","1.1.14.54","1.314","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Converted paper product manufacturing [BS322200]","Per million dollars of output","378","units","0","v1061939074","1.1.14.55","1.960","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Printing and related support activities [BS323000]","Per million dollars of output","378","units","0","v1061939075","1.1.14.56","5.126","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Petroleum refineries [BS324110]","Per million dollars of output","378","units","0","v1061939076","1.1.14.57","0.101","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Petroleum and coal product manufacturing (except petroleum refineries) [BS3241A0]","Per million dollars of output","378","units","0","v1061939077","1.1.14.58","0.954","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Basic chemical manufacturing [BS325100]","Per million dollars of output","378","units","0","v1061939078","1.1.14.59","0.580","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS325200]","Per million dollars of output","378","units","0","v1061939079","1.1.14.60","0.471","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Pesticide, fertilizer and other agricultural chemical manufacturing [BS325300]","Per million dollars of output","378","units","0","v1061939080","1.1.14.61","1.043","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Pharmaceutical and medicine manufacturing [BS325400]","Per million dollars of output","378","units","0","v1061939081","1.1.14.62","2.160","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Paint, coating and adhesive manufacturing [BS325500]","Per million dollars of output","378","units","0","v1061939082","1.1.14.63","2.057","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Soap, cleaning compound and toilet preparation manufacturing [BS325600]","Per million dollars of output","378","units","0","v1061939083","1.1.14.64","2.901","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other chemical product manufacturing [BS325900]","Per million dollars of output","378","units","0","v1061939084","1.1.14.65","1.757","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Plastic product manufacturing [BS326100]","Per million dollars of output","378","units","0","v1061939085","1.1.14.66","2.780","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Rubber product manufacturing [BS326200]","Per million dollars of output","378","units","0","v1061939086","1.1.14.67","2.845","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A00]","Per million dollars of output","378","units","0","v1061939088","1.1.14.68","2.836","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Cement and concrete product manufacturing [BS327300]","Per million dollars of output","378","units","0","v1061939087","1.1.14.69","2.302","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Iron and steel mills and ferro-alloy manufacturing [BS331100]","Per million dollars of output","378","units","0","v1061939089","1.1.14.70","1.036","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Steel product manufacturing from purchased steel [BS331200]","Per million dollars of output","378","units","0","v1061939090","1.1.14.71","1.276","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Alumina and aluminum production and processing [BS331300]","Per million dollars of output","378","units","0","v1061939091","1.1.14.72","0.902","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Non-ferrous metal (except aluminum) production and processing [BS331400]","Per million dollars of output","378","units","0","v1061939092","1.1.14.73","0.229","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Foundries [BS331500]","Per million dollars of output","378","units","0","v1061939093","1.1.14.74","3.452","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Forging and stamping [BS332100]","Per million dollars of output","378","units","0","v1061939094","1.1.14.75","2.701","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Cutlery, hand tools and other fabricated metal product manufacturing [BS332A00]","Per million dollars of output","378","units","0","v1061939101","1.1.14.76","3.590","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Architectural and structural metals manufacturing [BS332300]","Per million dollars of output","378","units","0","v1061939095","1.1.14.77","2.982","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Boiler, tank and shipping container manufacturing [BS332400]","Per million dollars of output","378","units","0","v1061939096","1.1.14.78","3.196","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Hardware manufacturing [BS332500]","Per million dollars of output","378","units","0","v1061939097","1.1.14.79","3.105","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Spring and wire product manufacturing [BS332600]","Per million dollars of output","378","units","0","v1061939098","1.1.14.80","3.466","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Machine shops, turned product, and screw, nut and bolt manufacturing [BS332700]","Per million dollars of output","378","units","0","v1061939099","1.1.14.81","4.756","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Coating, engraving, cold and heat treating and allied activities [BS332800]","Per million dollars of output","378","units","0","v1061939100","1.1.14.82","4.847","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Agricultural, construction and mining machinery manufacturing [BS333100]","Per million dollars of output","378","units","0","v1061939102","1.1.14.83","2.727","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Industrial machinery manufacturing [BS333200]","Per million dollars of output","378","units","0","v1061939103","1.1.14.84","3.320","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Commercial and service industry machinery manufacturing [BS333300]","Per million dollars of output","378","units","0","v1061939104","1.1.14.85","2.622","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [BS333400]","Per million dollars of output","378","units","0","v1061939105","1.1.14.86","3.432","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Metalworking machinery manufacturing [BS333500]","Per million dollars of output","378","units","0","v1061939106","1.1.14.87","3.621","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Engine, turbine and power transmission equipment manufacturing [BS333600]","Per million dollars of output","378","units","0","v1061939107","1.1.14.88","2.223","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Other general-purpose machinery manufacturing [BS333900]","Per million dollars of output","378","units","0","v1061939108","1.1.14.89","2.924","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Jobs","Computer and peripheral equipment manufacturing [BS334100]","Per million dollars of output","378","units","0","v1061939109","1.1.14.90","2.403","","","","3"
